Id,TxnDate,Period,Entity,EntityName,BankAccountName,BankAccountMask,BankName,Description,Payee,Amount,TxnType,CategoryAccountNum,CategoryAccountName,Classification,CurrencyRef_value,ExchangeRate,AmountUSD,MatchStatus,ReferenceNumber,Cleared,ReviewNote,RunningBalance
800177,2025-01-08,2025-01,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,INSURANCE PREMIUM INSTALLMENT,Ironclad Insurance Brokers,-8320.0,ACH Payment,6500,Insurance - Liability & Cargo,Expense,USD,1.0,-8320.0,Matched,INS-202501,True,,1979552.32
800171,2025-01-08,2025-01,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,INSURANCE PREMIUM INSTALLMENT,Ironclad Insurance Brokers,-13709.18,ACH Payment,6500,Insurance - Liability & Cargo,Expense,USD,1.0,-13709.18,Matched,INS-202501,True,,111258.79
800183,2025-01-08,2025-01,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,INSURANCE PREMIUM INSTALLMENT,Ironclad Insurance Brokers,-12453.24,ACH Payment,6500,Insurance - Liability & Cargo,Expense,EUR,1.09,-13574.04,Matched,INS-202501,True,,2122015.66
800190,2025-01-12,2025-01,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,RAMP FINANCIAL SOFTWARE - SOFTWARE / IT,Ramp Financial Software,-7024.28,Card Charge,6200,Software Subscriptions - SaaS,Expense,USD,1.0,-7024.28,Matched,TEC-202501,True,,2140664.01
800178,2025-01-12,2025-01,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,NETSUITE SOLUTIONS PARTNER - SOFTWARE / IT,NetSuite Solutions Partner,-7900.58,Card Charge,6200,Software Subscriptions - SaaS,Expense,USD,1.0,-7900.58,Matched,TEC-202501,True,,1971651.74
800693,2025-01-12,2025-01,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,WIRE IN - NO REMITTANCE ADVICE,,-37573.61,Withdrawal,9000,Suspense / Ask My Accountant,Expense,USD,1.0,-37573.61,Unmatched,,False,NEEDS CATEGORIZATION,1934078.13
800172,2025-01-12,2025-01,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,RAMP FINANCIAL SOFTWARE - SOFTWARE / IT,Ramp Financial Software,-12150.94,ACH Payment,6200,Software Subscriptions - SaaS,Expense,USD,1.0,-12150.94,Matched,TEC-202501,True,,99107.85
800184,2025-01-12,2025-01,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,NETSUITE SOLUTIONS PARTNER - SOFTWARE / IT,NetSuite Solutions Partner,-9717.35,ACH Payment,6200,Software Subscriptions - SaaS,Expense,EUR,1.09,-10591.91,Matched,TEC-202501,True,,2112298.31
800191,2025-01-18,2025-01,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,SUNDANCE FACILITY SERVICES - REPAIRS & MAINTENANCE - FACILITIES,Sundance Facility Services,-7098.34,ACH Payment,6150,Repairs & Maintenance - Facilities,Expense,USD,1.0,-7098.34,Matched,OPX-202501,True,,2133565.67
800179,2025-01-18,2025-01,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,VERTEX TELECOM - TELECOM & INTERNET,Vertex Telecom,-8523.35,ACH Payment,6130,Telecom & Internet,Expense,USD,1.0,-8523.35,Matched,OPX-202501,True,,1925554.78
800173,2025-01-18,2025-01,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,CONSOLIDATED POWER & LIGHT - UTILITIES,Consolidated Power & Light,-10487.87,ACH Payment,6120,Utilities,Expense,USD,1.0,-10487.87,Matched,OPX-202501,True,,88619.98
800701,2025-01-18,2025-01,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,EXECUTIVE CARD - TRAVEL & ENTERTAINMENT,Corporate Travel Alliance,-26720.07,Card Charge,6430,Meals & Entertainment,Expense,USD,1.0,-26720.07,Matched,,True,POLICY REVIEW - NO RECEIPTS,61899.91
800185,2025-01-18,2025-01,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,OFFICEWORKS SUPPLY CO - OFFICE SUPPLIES,OfficeWorks Supply Co,-10521.91,ACH Payment,6140,Office Supplies,Expense,EUR,1.09,-11468.89,Matched,OPX-202501,True,,2101776.4
800703,2025-01-20,2025-01,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,EXECUTIVE CARD - TRAVEL & ENTERTAINMENT,Corporate Travel Alliance,-22366.24,Card Charge,6430,Meals & Entertainment,Expense,USD,1.0,-22366.24,Matched,,True,POLICY REVIEW - NO RECEIPTS,1903188.54
800186,2025-01-26,2025-01,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,338127.79,Deposit,1100,Accounts Receivable,Asset,USD,1.0,338127.79,Matched,LBX-202501,True,,2471693.46
800174,2025-01-26,2025-01,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,225893.52,Deposit,1100,Accounts Receivable,Asset,USD,1.0,225893.52,Matched,LBX-202501,True,,2129082.06
800168,2025-01-26,2025-01,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,679145.87,Deposit,1100,Accounts Receivable,Asset,USD,1.0,679145.87,Matched,LBX-202501,True,,741045.78
800180,2025-01-26,2025-01,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,236422.38,Deposit,1100,Accounts Receivable,Asset,EUR,1.09,257700.39,Matched,LBX-202501,True,,2338198.78
800187,2025-01-28,2025-01,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-33677.18,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-33677.18,Matched,PR-202501,True,,2438016.28
800175,2025-01-28,2025-01,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-43645.41,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-43645.41,Matched,PR-202501,True,,2085436.65
800192,2025-01-28,2025-01,MHG,Meridian Holdings Group LLC,Operating Bank - Main,****4021,First Meridian Bank,CORPORATE OVERHEAD - SHARED SERVICES,Northstar Payroll Services,-163091.79,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-163091.79,Matched,MHG-202501,True,,1331103.09
800169,2025-01-28,2025-01,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-69814.7,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-69814.7,Matched,PR-202501,True,,671231.08
800181,2025-01-28,2025-01,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-53835.77,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,EUR,1.09,-58680.98,Matched,PR-202501,True,,2284363.01
800213,2025-02-03,2025-02,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,GATEWAY INDUSTRIAL PARKS - MONTHLY RENT & OCCUPANCY,Gateway Industrial Parks,-10327.28,ACH Payment,6110,Rent - Warehouse & Yard,Expense,USD,1.0,-10327.28,Matched,RNT-202502,True,,2427689.0
800201,2025-02-03,2025-02,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,GATEWAY INDUSTRIAL PARKS - MONTHLY RENT & OCCUPANCY,Gateway Industrial Parks,-13679.19,ACH Payment,6110,Rent - Warehouse & Yard,Expense,USD,1.0,-13679.19,Matched,RNT-202502,True,,2071757.46
800195,2025-02-03,2025-02,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,STERLING PROPERTY HOLDINGS - MONTHLY RENT & OCCUPANCY,Sterling Property Holdings,-20820.48,ACH Payment,6100,Rent - Office,Expense,USD,1.0,-20820.48,Matched,RNT-202502,True,,650410.6
800207,2025-02-03,2025-02,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,STERLING PROPERTY HOLDINGS - MONTHLY RENT & OCCUPANCY,Sterling Property Holdings,-17731.61,ACH Payment,6100,Rent - Office,Expense,EUR,1.09,-19327.46,Matched,RNT-202502,True,,2266631.4
800214,2025-02-08,2025-02,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,INSURANCE PREMIUM INSTALLMENT,WorkSafe Comp Underwriters,-7503.57,ACH Payment,6510,Insurance - Workers Comp,Expense,USD,1.0,-7503.57,Matched,INS-202502,True,,2420185.43
800682,2025-02-08,2025-02,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,RETURNED ITEM - NSF,,26928.3,Deposit,9000,Suspense / Ask My Accountant,Expense,USD,1.0,26928.3,Unmatched,,False,NEEDS CATEGORIZATION,2447113.73
800202,2025-02-08,2025-02,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,INSURANCE PREMIUM INSTALLMENT,WorkSafe Comp Underwriters,-9343.75,ACH Payment,6510,Insurance - Workers Comp,Expense,USD,1.0,-9343.75,Matched,INS-202502,True,,2062413.71
800196,2025-02-08,2025-02,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,INSURANCE PREMIUM INSTALLMENT,WorkSafe Comp Underwriters,-14352.75,ACH Payment,6510,Insurance - Workers Comp,Expense,USD,1.0,-14352.75,Matched,INS-202502,True,,636057.85
800208,2025-02-08,2025-02,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,INSURANCE PREMIUM INSTALLMENT,WorkSafe Comp Underwriters,-12721.3,ACH Payment,6510,Insurance - Workers Comp,Expense,EUR,1.09,-13866.22,Matched,INS-202502,True,,2253910.1
800215,2025-02-12,2025-02,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,"CLOUDSPAN TECHNOLOGIES, INC. - SOFTWARE / IT","Cloudspan Technologies, Inc.",-7003.32,ACH Payment,6140,Office Supplies,Expense,USD,1.0,-7003.32,Matched,TEC-202502,True,MISCODED,2440110.41
800203,2025-02-12,2025-02,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,"CLOUDSPAN TECHNOLOGIES, INC. - SOFTWARE / IT","Cloudspan Technologies, Inc.",-7619.35,ACH Payment,6210,IT Infrastructure & Cloud Hosting,Expense,USD,1.0,-7619.35,Matched,TEC-202502,True,,2054794.36
800197,2025-02-12,2025-02,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,CLOUDSPAN TECHNOLOGIES - SOFTWARE / IT,Cloudspan Technologies,-12412.83,Card Charge,6210,IT Infrastructure & Cloud Hosting,Expense,USD,1.0,-12412.83,Matched,TEC-202502,True,,623645.02
800209,2025-02-12,2025-02,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,"CLOUDSPAN TECHNOLOGIES, INC. - SOFTWARE / IT","Cloudspan Technologies, Inc.",-11352.93,Card Charge,6140,Office Supplies,Expense,EUR,1.09,-12374.69,Matched,TEC-202502,True,MISCODED,2242557.17
800216,2025-02-18,2025-02,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,HARRINGTON & BLAKE LLP - PROFESSIONAL FEES - LEGAL,Harrington & Blake LLP,-7036.65,ACH Payment,6300,Professional Fees - Legal,Expense,USD,1.0,-7036.65,Matched,OPX-202502,True,,2433073.76
800204,2025-02-18,2025-02,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,SUNDANCE FACILITY SERVICES - REPAIRS & MAINTENANCE - FACILITIES,Sundance Facility Services,-8791.51,ACH Payment,6150,Repairs & Maintenance - Facilities,Expense,USD,1.0,-8791.51,Matched,OPX-202502,True,,2046002.85
800198,2025-02-18,2025-02,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,OFFICEWORKS SUPPLY CO - OFFICE SUPPLIES,OfficeWorks Supply Co,-14391.59,ACH Payment,6140,Office Supplies,Expense,USD,1.0,-14391.59,Matched,OPX-202502,True,,609253.43
800210,2025-02-18,2025-02,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,DATASTREAM ANALYTICS INC - DATA & MARKET INTELLIGENCE,Datastream Analytics Inc,-10212.81,ACH Payment,6220,Data & Market Intelligence,Expense,EUR,1.09,-11131.97,Matched,OPX-202502,True,,2232344.36
800211,2025-02-26,2025-02,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,166559.31,Deposit,1100,Accounts Receivable,Asset,USD,1.0,166559.31,Matched,LBX-202502,True,,2599633.07
800199,2025-02-26,2025-02,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,560782.84,Deposit,1100,Accounts Receivable,Asset,USD,1.0,560782.84,Matched,LBX-202502,True,,2606785.69
800193,2025-02-26,2025-02,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,491706.86,Deposit,1100,Accounts Receivable,Asset,USD,1.0,491706.86,Matched,LBX-202502,True,,1100960.29
800205,2025-02-26,2025-02,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,276188.97,Deposit,1100,Accounts Receivable,Asset,EUR,1.09,301045.98,Matched,LBX-202502,True,,2508533.33
800212,2025-02-28,2025-02,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-34126.18,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-34126.18,Matched,PR-202502,True,,2565506.89
800200,2025-02-28,2025-02,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-45787.98,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-45787.98,Matched,PR-202502,True,,2560997.71
800217,2025-02-28,2025-02,MHG,Meridian Holdings Group LLC,Operating Bank - Main,****4021,First Meridian Bank,CORPORATE OVERHEAD - SHARED SERVICES,Grantham Audit Group,-165359.45,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-165359.45,Matched,MHG-202502,True,,1165743.64
800194,2025-02-28,2025-02,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-76681.15,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-76681.15,Matched,PR-202502,True,,1024279.14
800206,2025-02-28,2025-02,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-53855.91,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,EUR,1.09,-58702.94,Matched,PR-202502,True,,2454677.42
800238,2025-03-03,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,GATEWAY INDUSTRIAL PARKS - MONTHLY RENT & OCCUPANCY,Gateway Industrial Parks,-11725.32,ACH Payment,6110,Rent - Warehouse & Yard,Expense,USD,1.0,-11725.32,Matched,RNT-202503,True,,2553781.57
800226,2025-03-03,2025-03,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,GATEWAY INDUSTRIAL PARKS - MONTHLY RENT & OCCUPANCY,Gateway Industrial Parks,-13645.32,ACH Payment,6110,Rent - Warehouse & Yard,Expense,USD,1.0,-13645.32,Matched,RNT-202503,True,,2547352.39
800220,2025-03-03,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,STERLING PROPERTY HOLDINGS - MONTHLY RENT & OCCUPANCY,Sterling Property Holdings,-21403.16,ACH Payment,6100,Rent - Office,Expense,USD,1.0,-21403.16,Matched,RNT-202503,True,,1002875.98
800232,2025-03-03,2025-03,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,STERLING PROPERTY HOLDINGS - MONTHLY RENT & OCCUPANCY,Sterling Property Holdings,-18853.68,ACH Payment,6100,Rent - Office,Expense,EUR,1.09,-20550.51,Matched,RNT-202503,True,,2435823.74
800249,2025-03-05,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,FEDERATED EQUIP FINANCE - QUARTERLY NOTE PAYMENT,Federated Equipment Finance,-19940.32,ACH Payment,2410,Equipment Notes Payable,Liability,USD,1.0,-19940.32,Matched,LN-202503,True,,2533841.25
800248,2025-03-05,2025-03,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,FEDERATED EQUIP FINANCE - QUARTERLY NOTE PAYMENT,Federated Equipment Finance,-33012.26,ACH Payment,2410,Equipment Notes Payable,Liability,USD,1.0,-33012.26,Matched,LN-202503,True,,2514340.13
800247,2025-03-05,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,FEDERATED EQUIP FINANCE - QUARTERLY NOTE PAYMENT,Federated Equipment Finance,-60379.83,ACH Payment,2410,Equipment Notes Payable,Liability,USD,1.0,-60379.83,Matched,LN-202503,True,,942496.15
800681,2025-03-06,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,WIRE IN - NO REMITTANCE ADVICE,,30870.07,Deposit,9000,Suspense / Ask My Accountant,Expense,USD,1.0,30870.07,Unmatched,,False,NEEDS CATEGORIZATION,973366.22
800689,2025-03-07,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,ACH CREDIT - UNIDENTIFIED SENDER,,-25510.26,Withdrawal,9000,Suspense / Ask My Accountant,Expense,USD,1.0,-25510.26,Unmatched,,False,NEEDS CATEGORIZATION,2508330.99
800239,2025-03-08,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,INSURANCE PREMIUM INSTALLMENT,Ironclad Insurance Brokers,-7979.54,ACH Payment,6500,Insurance - Liability & Cargo,Expense,USD,1.0,-7979.54,Matched,INS-202503,True,,2500351.45
800227,2025-03-08,2025-03,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,INSURANCE PREMIUM INSTALLMENT,Ironclad Insurance Brokers,-9510.82,ACH Payment,6500,Insurance - Liability & Cargo,Expense,USD,1.0,-9510.82,Matched,INS-202503,True,,2504829.31
800221,2025-03-08,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,INSURANCE PREMIUM INSTALLMENT,Ironclad Insurance Brokers,-15787.0,ACH Payment,6500,Insurance - Liability & Cargo,Expense,USD,1.0,-15787.0,Matched,INS-202503,True,,957579.22
800233,2025-03-08,2025-03,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,INSURANCE PREMIUM INSTALLMENT,Ironclad Insurance Brokers,-13998.18,ACH Payment,6500,Insurance - Liability & Cargo,Expense,EUR,1.09,-15258.01,Matched,INS-202503,True,,2421825.56
800240,2025-03-12,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,NETSUITE SOLUTIONS PARTNER - SOFTWARE / IT,NetSuite Solutions Partner,-7347.0,ACH Payment,6200,Software Subscriptions - SaaS,Expense,USD,1.0,-7347.0,Matched,TEC-202503,True,,2493004.45
800228,2025-03-12,2025-03,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,"CLOUDSPAN TECHNOLOGIES, INC. - SOFTWARE / IT","Cloudspan Technologies, Inc.",-8131.22,ACH Payment,6140,Office Supplies,Expense,USD,1.0,-8131.22,Matched,TEC-202503,True,MISCODED,2496698.09
800222,2025-03-12,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,RAMP FINANCIAL SOFTWARE - SOFTWARE / IT,Ramp Financial Software,-14175.83,Card Charge,6200,Software Subscriptions - SaaS,Expense,USD,1.0,-14175.83,Matched,TEC-202503,True,,943403.39
800234,2025-03-12,2025-03,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,NETSUITE SOLUTIONS PARTNER - SOFTWARE / IT,NetSuite Solutions Partner,-11799.34,Card Charge,6200,Software Subscriptions - SaaS,Expense,EUR,1.09,-12861.28,Matched,TEC-202503,True,,2410026.22
800241,2025-03-18,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,NIMBUS DEV CONTRACTORS - PROFESSIONAL FEES - CONSULTING,Nimbus Dev Contractors,-7784.35,ACH Payment,6320,Professional Fees - Consulting,Expense,USD,1.0,-7784.35,Matched,OPX-202503,True,,2485220.1
800229,2025-03-18,2025-03,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,HARRINGTON & BLAKE LLP - PROFESSIONAL FEES - LEGAL,Harrington & Blake LLP,-8260.22,ACH Payment,6300,Professional Fees - Legal,Expense,USD,1.0,-8260.22,Matched,OPX-202503,True,,2488437.87
800223,2025-03-18,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,DATASTREAM ANALYTICS INC - DATA & MARKET INTELLIGENCE,Datastream Analytics Inc,-12465.42,ACH Payment,6220,Data & Market Intelligence,Expense,USD,1.0,-12465.42,Matched,OPX-202503,True,,930937.97
800235,2025-03-18,2025-03,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,GRANTHAM AUDIT GROUP - PROFESSIONAL FEES - AUDIT & TAX,Grantham Audit Group,-12563.3,ACH Payment,6310,Professional Fees - Audit & Tax,Expense,EUR,1.09,-13694.0,Matched,OPX-202503,True,,2397462.92
800246,2025-03-25,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,AP RUN - VENDOR BILL SETTLEMENT,Multiple vendors,-374426.97,ACH Payment,2000,Accounts Payable,Liability,USD,1.0,-374426.97,Matched,APR-202503,True,,2110793.13
800244,2025-03-25,2025-03,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,AP RUN - VENDOR BILL SETTLEMENT,Multiple vendors,-792372.65,ACH Payment,2000,Accounts Payable,Liability,USD,1.0,-792372.65,Matched,APR-202503,True,,1696065.22
800243,2025-03-25,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,AP RUN - VENDOR BILL SETTLEMENT,Multiple vendors,-1414692.7,ACH Payment,2000,Accounts Payable,Liability,USD,1.0,-1414692.7,Matched,APR-202503,True,,-483754.73
800245,2025-03-25,2025-03,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,AP RUN - VENDOR BILL SETTLEMENT,Multiple vendors,-514015.2,ACH Payment,2000,Accounts Payable,Liability,EUR,1.09,-560276.57,Matched,APR-202503,True,,1883447.72
800236,2025-03-26,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,40075.41,Deposit,1100,Accounts Receivable,Asset,USD,1.0,40075.41,Matched,LBX-202503,True,,2150868.54
800224,2025-03-26,2025-03,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,260606.79,Deposit,1100,Accounts Receivable,Asset,USD,1.0,260606.79,Matched,LBX-202503,True,,1956672.01
800218,2025-03-26,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,1121344.52,Deposit,1100,Accounts Receivable,Asset,USD,1.0,1121344.52,Matched,LBX-202503,True,,637589.79
800230,2025-03-26,2025-03,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,ACH BATCH DEPOSIT - CUSTOMER RECEIPTS,Lockbox settlement,344182.86,Deposit,1100,Accounts Receivable,Asset,EUR,1.09,375159.32,Matched,LBX-202503,True,,2227630.58
800237,2025-03-28,2025-03,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-39116.54,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-39116.54,Matched,PR-202503,True,,2111752.0
800225,2025-03-28,2025-03,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-48052.77,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-48052.77,Matched,PR-202503,True,,1908619.24
800242,2025-03-28,2025-03,MHG,Meridian Holdings Group LLC,Operating Bank - Main,****4021,First Meridian Bank,CORPORATE OVERHEAD - SHARED SERVICES,Grantham Audit Group,-165573.55,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-165573.55,Matched,MHG-202503,True,,1000170.09
800219,2025-03-28,2025-03,MLG,Meridian Logistics LLC,Operating Bank - Main,****7734,First Meridian Bank,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-76709.77,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,USD,1.0,-76709.77,Matched,PR-202503,True,,560880.02
800231,2025-03-28,2025-03,NWC,Northwind Cargo B.V.,Operating Bank - Main,****9105,ING Zakelijk,"NORTHSTAR PAYROLL - WAGES, TAXES & BENEFITS",Northstar Payroll Services,-61807.48,ACH Payment,6000,"Salaries, Wages & Benefits",Expense,EUR,1.09,-67370.15,Matched,PR-202503,True,,2165823.1
800270,2025-04-03,2025-04,APX,Apex Warehousing LLC,Operating Bank - Main,****5560,First Meridian Bank,GATEWAY INDUSTRIAL PARKS - MONTHLY RENT & OCCUPANCY,Gateway Industrial Parks,-11946.88,ACH Payment,6110,Rent - Warehouse & Yard,Expense,USD,1.0,-11946.88,Matched,RNT-202504,True,,2099805.12
800258,2025-04-03,2025-04,CFS,Cascade Freight Systems Inc,Operating Bank - Main,****2298,Cascade Regional Bank,GATEWAY INDUSTRIAL PARKS - MONTHLY RENT & OCCUPANCY,Gateway Industrial Parks,-14858.53,ACH Payment,6110,Rent - Warehouse & Yard,Expense,USD,1.0,-14858.53,Matched,RNT-202504,True,,1893760.71
