JournalEntryId,DocNumber,TxnDate,Period,Entity,EntityName,AccountNum,AccountName,AccountType,Classification,Description,Debit,Credit,Amount,CurrencyRef_value,ExchangeRate,AmountUSD,VendorRef_name,CustomerRef_name,TxnSource,Adjustment,domain,sparse,SyncToken
7026,JE-7026,2024-10-31,2024-10,APX,Apex Warehousing LLC,5060,COGS - Equipment Lease & Rental,Cost of Goods Sold,Cost of Goods Sold,COGS - Equipment Lease & Rental - 2024-10,17863.78,0,17863.78,USD,1.0,17863.78,Penske Equipment Leasing,,Bill,,QBO,False,0
7026,JE-7026,2024-10-31,2024-10,APX,Apex Warehousing LLC,5090,COGS - Cargo Claims & Damages,Cost of Goods Sold,Cost of Goods Sold,COGS - Cargo Claims & Damages - 2024-10,8116.27,0,8116.27,USD,1.0,8116.27,Cargo Claims Adjusters Inc,,Bill,,QBO,False,0
7026,JE-7026,2024-10-31,2024-10,APX,Apex Warehousing LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-10,0,117335.85,-117335.85,USD,1.0,-117335.85,,,Bill,,QBO,False,0
7027,JE-7027,2024-10-31,2024-10,NWC,Northwind Cargo B.V.,7030,Unrealized FX Gain / (Loss),Other Income,Revenue,Unrealized FX revaluation EUR/USD 2024-10,0,30364.47,-30364.47,EUR,1.09,-33097.27,,,Journal Entry,,QBO,False,0
7027,JE-7027,2024-10-31,2024-10,NWC,Northwind Cargo B.V.,1100,Accounts Receivable,Accounts Receivable,Asset,AR revaluation 2024-10,30364.47,0,30364.47,EUR,1.09,33097.27,,,Journal Entry,,QBO,False,0
7028,JE-7028,2024-11-30,2024-11,MLG,Meridian Logistics LLC,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-11,336520.6,0,336520.6,USD,1.0,336520.6,Ridgeway Carrier Network,,Bill,,QBO,False,0
7028,JE-7028,2024-11-30,2024-11,MLG,Meridian Logistics LLC,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2024-11,78756.69,0,78756.69,USD,1.0,78756.69,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7028,JE-7028,2024-11-30,2024-11,MLG,Meridian Logistics LLC,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2024-11,48452.91,0,48452.91,USD,1.0,48452.91,Fuel Express Supplier's,,Bill,,QBO,False,0
7028,JE-7028,2024-11-30,2024-11,MLG,Meridian Logistics LLC,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2024-11,32637.07,0,32637.07,USD,1.0,32637.07,MidState Truck Repair,,Bill,,QBO,False,0
7028,JE-7028,2024-11-30,2024-11,MLG,Meridian Logistics LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-11,0,496367.27,-496367.27,USD,1.0,-496367.27,,,Bill,,QBO,False,0
7029,JE-7029,2024-11-30,2024-11,CFS,Cascade Freight Systems Inc,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-11,92608.61,0,92608.61,USD,1.0,92608.61,Sentinel Freight Partners,,Bill,,QBO,False,0
7029,JE-7029,2024-11-30,2024-11,CFS,Cascade Freight Systems Inc,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2024-11,81885.29,0,81885.29,USD,1.0,81885.29,Fuel Express Suppliers,,Bill,,QBO,False,0
7029,JE-7029,2024-11-30,2024-11,CFS,Cascade Freight Systems Inc,5030,COGS - Driver Wages,Cost of Goods Sold,Cost of Goods Sold,COGS - Driver Wages - 2024-11,95556.85,0,95556.85,USD,1.0,95556.85,,,Bill,,QBO,False,0
7029,JE-7029,2024-11-30,2024-11,CFS,Cascade Freight Systems Inc,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2024-11,34440.75,0,34440.75,USD,1.0,34440.75,MidState Truck Repair,,Bill,,QBO,False,0
7029,JE-7029,2024-11-30,2024-11,CFS,Cascade Freight Systems Inc,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-11,0,304491.49,-304491.49,USD,1.0,-304491.49,,,Bill,,QBO,False,0
7030,JE-7030,2024-11-30,2024-11,NWC,Northwind Cargo B.V.,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-11,86464.6,0,86464.6,EUR,1.09,94246.42,Trans-Atlantic Line Haul BV,,Bill,,QBO,False,0
7030,JE-7030,2024-11-30,2024-11,NWC,Northwind Cargo B.V.,5110,COGS - Customs Duties & Brokerage,Cost of Goods Sold,Cost of Goods Sold,COGS - Customs Duties & Brokerage - 2024-11,45427.13,0,45427.13,EUR,1.09,49515.58,Meridian Customs Brokers,,Bill,,QBO,False,0
7030,JE-7030,2024-11-30,2024-11,NWC,Northwind Cargo B.V.,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2024-11,25539.47,0,25539.47,EUR,1.09,27838.03,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7030,JE-7030,2024-11-30,2024-11,NWC,Northwind Cargo B.V.,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2024-11,18092.33,0,18092.33,EUR,1.09,19720.64,Apex Staffing Solution,,Bill,,QBO,False,0
7030,JE-7030,2024-11-30,2024-11,NWC,Northwind Cargo B.V.,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-11,0,175523.54,-175523.54,EUR,1.09,-191320.66,,,Bill,,QBO,False,0
7031,JE-7031,2024-11-30,2024-11,APX,Apex Warehousing LLC,5040,COGS - Warehouse Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Warehouse Labor - 2024-11,71145.46,0,71145.46,USD,1.0,71145.46,Warehouse Temps Direct,,Bill,,QBO,False,0
7031,JE-7031,2024-11-30,2024-11,APX,Apex Warehousing LLC,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2024-11,28112.98,0,28112.98,USD,1.0,28112.98,Apex Staffing Solution,,Bill,,QBO,False,0
7031,JE-7031,2024-11-30,2024-11,APX,Apex Warehousing LLC,5060,COGS - Equipment Lease & Rental,Cost of Goods Sold,Cost of Goods Sold,COGS - Equipment Lease & Rental - 2024-11,21862.5,0,21862.5,USD,1.0,21862.5,Penske Equipment Leasing,,Bill,,QBO,False,0
7031,JE-7031,2024-11-30,2024-11,APX,Apex Warehousing LLC,5090,COGS - Cargo Claims & Damages,Cost of Goods Sold,Cost of Goods Sold,COGS - Cargo Claims & Damages - 2024-11,8910.19,0,8910.19,USD,1.0,8910.19,Cargo Claims Adjusters Inc,,Bill,,QBO,False,0
7031,JE-7031,2024-11-30,2024-11,APX,Apex Warehousing LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-11,0,130031.13,-130031.13,USD,1.0,-130031.13,,,Bill,,QBO,False,0
7032,JE-7032,2024-11-30,2024-11,NWC,Northwind Cargo B.V.,7030,Unrealized FX Gain / (Loss),Other Income,Revenue,Unrealized FX revaluation EUR/USD 2024-11,0,19361.5,-19361.5,EUR,1.09,-21104.03,,,Journal Entry,,QBO,False,0
7032,JE-7032,2024-11-30,2024-11,NWC,Northwind Cargo B.V.,1100,Accounts Receivable,Accounts Receivable,Asset,AR revaluation 2024-11,19361.5,0,19361.5,EUR,1.09,21104.03,,,Journal Entry,,QBO,False,0
7033,JE-7033,2024-12-31,2024-12,MLG,Meridian Logistics LLC,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-12,311452.41,0,311452.41,USD,1.0,311452.41,Ridgeway Carrier Network,,Bill,,QBO,False,0
7033,JE-7033,2024-12-31,2024-12,MLG,Meridian Logistics LLC,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2024-12,81127.16,0,81127.16,USD,1.0,81127.16,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7033,JE-7033,2024-12-31,2024-12,MLG,Meridian Logistics LLC,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2024-12,47704.07,0,47704.07,USD,1.0,47704.07,FUEL EXPRESS SUPPLIERS INC,,Bill,,QBO,False,0
7033,JE-7033,2024-12-31,2024-12,MLG,Meridian Logistics LLC,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2024-12,33600.16,0,33600.16,USD,1.0,33600.16,MidState Truck Repair,,Bill,,QBO,False,0
7033,JE-7033,2024-12-31,2024-12,MLG,Meridian Logistics LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-12,0,473883.8,-473883.8,USD,1.0,-473883.8,,,Bill,,QBO,False,0
7034,JE-7034,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-12,85802.62,0,85802.62,USD,1.0,85802.62,Sentinel Freight Partners,,Bill,,QBO,False,0
7034,JE-7034,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2024-12,77487.78,0,77487.78,USD,1.0,77487.78,FUEL EXPRESS SUPPLIERS INC,,Bill,,QBO,False,0
7034,JE-7034,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,5030,COGS - Driver Wages,Cost of Goods Sold,Cost of Goods Sold,COGS - Driver Wages - 2024-12,89152.86,0,89152.86,USD,1.0,89152.86,,,Bill,,QBO,False,0
7034,JE-7034,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2024-12,34095.99,0,34095.99,USD,1.0,34095.99,MidState Truck Repair,,Bill,,QBO,False,0
7034,JE-7034,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-12,0,286539.26,-286539.26,USD,1.0,-286539.26,,,Bill,,QBO,False,0
7035,JE-7035,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-12,88676.11,0,88676.11,EUR,1.09,96656.96,Sentinel Freight Partners,,Bill,,QBO,False,0
7035,JE-7035,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,5110,COGS - Customs Duties & Brokerage,Cost of Goods Sold,Cost of Goods Sold,COGS - Customs Duties & Brokerage - 2024-12,45324.07,0,45324.07,EUR,1.09,49403.24,Meridian Customs Brokers,,Bill,,QBO,False,0
7035,JE-7035,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2024-12,25678.07,0,25678.07,EUR,1.09,27989.09,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7035,JE-7035,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2024-12,18377.45,0,18377.45,EUR,1.09,20031.42,Apex Staffing Solution,,Bill,,QBO,False,0
7035,JE-7035,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-12,0,178055.7,-178055.7,EUR,1.09,-194080.71,,,Bill,,QBO,False,0
7036,JE-7036,2024-12-31,2024-12,APX,Apex Warehousing LLC,5040,COGS - Warehouse Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Warehouse Labor - 2024-12,69700.53,0,69700.53,USD,1.0,69700.53,Warehouse Temps Direct,,Bill,,QBO,False,0
7036,JE-7036,2024-12-31,2024-12,APX,Apex Warehousing LLC,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2024-12,29245.12,0,29245.12,USD,1.0,29245.12,Apex Staffing Solution,,Bill,,QBO,False,0
7036,JE-7036,2024-12-31,2024-12,APX,Apex Warehousing LLC,5060,COGS - Equipment Lease & Rental,Cost of Goods Sold,Cost of Goods Sold,COGS - Equipment Lease & Rental - 2024-12,19817.9,0,19817.9,USD,1.0,19817.9,Penske Equipment Leasing,,Bill,,QBO,False,0
7036,JE-7036,2024-12-31,2024-12,APX,Apex Warehousing LLC,5090,COGS - Cargo Claims & Damages,Cost of Goods Sold,Cost of Goods Sold,COGS - Cargo Claims & Damages - 2024-12,9172.38,0,9172.38,USD,1.0,9172.38,Cargo Claims Adjusters Inc,,Bill,,QBO,False,0
7036,JE-7036,2024-12-31,2024-12,APX,Apex Warehousing LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-12,0,127935.94,-127935.94,USD,1.0,-127935.94,,,Bill,,QBO,False,0
7037,JE-7037,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,7030,Unrealized FX Gain / (Loss),Other Income,Revenue,Unrealized FX revaluation EUR/USD 2024-12,0,36580.2,-36580.2,EUR,1.09,-39872.41,,,Journal Entry,,QBO,False,0
7037,JE-7037,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,1100,Accounts Receivable,Accounts Receivable,Asset,AR revaluation 2024-12,36580.2,0,36580.2,EUR,1.09,39872.41,,,Journal Entry,,QBO,False,0
7038,JE-7038,2024-12-31,2024-12,MHG,Meridian Holdings Group LLC,1400,Due From Affiliates,Other Current Asset,Asset,IC management fee receivable - MLG Q4-2024,62821.86,0,62821.86,USD,1.0,62821.86,,,Journal Entry,,QBO,False,0
7038,JE-7038,2024-12-31,2024-12,MHG,Meridian Holdings Group LLC,1400,Due From Affiliates,Other Current Asset,Asset,IC management fee receivable - CFS Q4-2024,37896.37,0,37896.37,USD,1.0,37896.37,,,Journal Entry,,QBO,False,0
7038,JE-7038,2024-12-31,2024-12,MHG,Meridian Holdings Group LLC,1400,Due From Affiliates,Other Current Asset,Asset,IC management fee receivable - NWC Q4-2024,32409.02,0,32409.02,USD,1.0,32409.02,,,Journal Entry,,QBO,False,0
7038,JE-7038,2024-12-31,2024-12,MHG,Meridian Holdings Group LLC,1400,Due From Affiliates,Other Current Asset,Asset,IC management fee receivable - APX Q4-2024,19477.71,0,19477.71,USD,1.0,19477.71,,,Journal Entry,,QBO,False,0
7038,JE-7038,2024-12-31,2024-12,MHG,Meridian Holdings Group LLC,4950,Intercompany Management Fee Income,Income,Revenue,IC management fee income Q4-2024,0,152604.96,-152604.96,USD,1.0,-152604.96,,,Journal Entry,,QBO,False,0
7039,JE-7039,2024-12-31,2024-12,MLG,Meridian Logistics LLC,6800,Intercompany Management Fee Expense,Expense,Expense,IC management fee - MHG Q4-2024,62821.86,0,62821.86,USD,1.0,62821.86,,,Journal Entry,,QBO,False,0
7039,JE-7039,2024-12-31,2024-12,MLG,Meridian Logistics LLC,2200,Due To Affiliates,Other Current Liability,Liability,IC payable - MHG Q4-2024,0,62821.86,-62821.86,USD,1.0,-62821.86,,,Journal Entry,,QBO,False,0
7040,JE-7040,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,6800,Intercompany Management Fee Expense,Expense,Expense,IC management fee - MHG Q4-2024,37896.37,0,37896.37,USD,1.0,37896.37,,,Journal Entry,,QBO,False,0
7040,JE-7040,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,2200,Due To Affiliates,Other Current Liability,Liability,IC payable - MHG Q4-2024,0,37896.37,-37896.37,USD,1.0,-37896.37,,,Journal Entry,,QBO,False,0
7041,JE-7041,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,6800,Intercompany Management Fee Expense,Expense,Expense,IC management fee - MHG Q4-2024,29733.05,0,29733.05,EUR,1.09,32409.02,,,Journal Entry,,QBO,False,0
7041,JE-7041,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,2200,Due To Affiliates,Other Current Liability,Liability,IC payable - MHG Q4-2024,0,29733.05,-29733.05,EUR,1.09,-32409.02,,,Journal Entry,,QBO,False,0
7042,JE-7042,2024-12-31,2024-12,APX,Apex Warehousing LLC,6800,Intercompany Management Fee Expense,Expense,Expense,IC management fee - MHG Q4-2024,19477.71,0,19477.71,USD,1.0,19477.71,,,Journal Entry,,QBO,False,0
7042,JE-7042,2024-12-31,2024-12,APX,Apex Warehousing LLC,2200,Due To Affiliates,Other Current Liability,Liability,IC payable - MHG Q4-2024,0,19477.71,-19477.71,USD,1.0,-19477.71,,,Journal Entry,,QBO,False,0
7043,JE-7043,2024-12-31,2024-12,MLG,Meridian Logistics LLC,4000,Revenue - Freight Brokerage,Income,Revenue,Reclass fuel surcharge out of line-haul Q4-2024,212998.29,0,212998.29,USD,1.0,212998.29,,,Journal Entry,,QBO,False,0
7043,JE-7043,2024-12-31,2024-12,MLG,Meridian Logistics LLC,4070,Revenue - Fuel Surcharge,Income,Revenue,Fuel surcharge revenue Q4-2024,0,212998.29,-212998.29,USD,1.0,-212998.29,,,Journal Entry,,QBO,False,0
7044,JE-7044,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,4000,Revenue - Freight Brokerage,Income,Revenue,Reclass fuel surcharge out of line-haul Q4-2024,121380.53,0,121380.53,USD,1.0,121380.53,,,Journal Entry,,QBO,False,0
7044,JE-7044,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,4070,Revenue - Fuel Surcharge,Income,Revenue,Fuel surcharge revenue Q4-2024,0,121380.53,-121380.53,USD,1.0,-121380.53,,,Journal Entry,,QBO,False,0
7045,JE-7045,2024-12-31,2024-12,MLG,Meridian Logistics LLC,6700,Depreciation Expense,Expense,Expense,Depreciation & amortization - 6 months to 2024-12,129195.83,0,129195.83,USD,1.0,129195.83,,,Journal Entry,,QBO,False,0
7045,JE-7045,2024-12-31,2024-12,MLG,Meridian Logistics LLC,1590,Accumulated Depreciation,Fixed Asset,Asset,Accumulated depreciation,0,129195.83,-129195.83,USD,1.0,-129195.83,,,Journal Entry,,QBO,False,0
7046,JE-7046,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,6700,Depreciation Expense,Expense,Expense,Depreciation & amortization - 6 months to 2024-12,383798.27,0,383798.27,USD,1.0,383798.27,,,Journal Entry,,QBO,False,0
7046,JE-7046,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,1590,Accumulated Depreciation,Fixed Asset,Asset,Accumulated depreciation,0,383798.27,-383798.27,USD,1.0,-383798.27,,,Journal Entry,,QBO,False,0
7047,JE-7047,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,6700,Depreciation Expense,Expense,Expense,Depreciation & amortization - 6 months to 2024-12,89204.88,0,89204.88,EUR,1.09,97233.32,,,Journal Entry,,QBO,False,0
7047,JE-7047,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,1590,Accumulated Depreciation,Fixed Asset,Asset,Accumulated depreciation,0,89204.88,-89204.88,EUR,1.09,-97233.32,,,Journal Entry,,QBO,False,0
7048,JE-7048,2024-12-31,2024-12,APX,Apex Warehousing LLC,6700,Depreciation Expense,Expense,Expense,Depreciation & amortization - 6 months to 2024-12,258848.17,0,258848.17,USD,1.0,258848.17,,,Journal Entry,,QBO,False,0
7048,JE-7048,2024-12-31,2024-12,APX,Apex Warehousing LLC,1590,Accumulated Depreciation,Fixed Asset,Asset,Accumulated depreciation,0,258848.17,-258848.17,USD,1.0,-258848.17,,,Journal Entry,,QBO,False,0
7049,JE-7049,2024-12-31,2024-12,MLG,Meridian Logistics LLC,6610,Bad Debt Expense,Expense,Expense,Bad debt provision - FY2024,12373.8,0,12373.8,USD,1.0,12373.8,,,Journal Entry,,QBO,False,0
7049,JE-7049,2024-12-31,2024-12,MLG,Meridian Logistics LLC,1150,Allowance for Doubtful Accounts,Other Current Asset,Asset,Allowance for doubtful accounts,0,12373.8,-12373.8,USD,1.0,-12373.8,,,Journal Entry,,QBO,False,0
7050,JE-7050,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,6610,Bad Debt Expense,Expense,Expense,Bad debt provision - FY2024,2116.38,0,2116.38,USD,1.0,2116.38,,,Journal Entry,,QBO,False,0
7050,JE-7050,2024-12-31,2024-12,CFS,Cascade Freight Systems Inc,1150,Allowance for Doubtful Accounts,Other Current Asset,Asset,Allowance for doubtful accounts,0,2116.38,-2116.38,USD,1.0,-2116.38,,,Journal Entry,,QBO,False,0
7051,JE-7051,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,6610,Bad Debt Expense,Expense,Expense,Bad debt provision - FY2024,5986.73,0,5986.73,EUR,1.09,6525.54,,,Journal Entry,,QBO,False,0
7051,JE-7051,2024-12-31,2024-12,NWC,Northwind Cargo B.V.,1150,Allowance for Doubtful Accounts,Other Current Asset,Asset,Allowance for doubtful accounts,0,5986.73,-5986.73,EUR,1.09,-6525.54,,,Journal Entry,,QBO,False,0
7052,JE-7052,2024-12-31,2024-12,APX,Apex Warehousing LLC,6610,Bad Debt Expense,Expense,Expense,Bad debt provision - FY2024,3872.76,0,3872.76,USD,1.0,3872.76,,,Journal Entry,,QBO,False,0
7052,JE-7052,2024-12-31,2024-12,APX,Apex Warehousing LLC,1150,Allowance for Doubtful Accounts,Other Current Asset,Asset,Allowance for doubtful accounts,0,3872.76,-3872.76,USD,1.0,-3872.76,,,Journal Entry,,QBO,False,0
7053,JE-7053,2025-01-31,2025-01,MLG,Meridian Logistics LLC,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2025-01,299192.76,0,299192.76,USD,1.0,299192.76,Ridgeway Carrier Network,,Bill,,QBO,False,0
7053,JE-7053,2025-01-31,2025-01,MLG,Meridian Logistics LLC,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2025-01,78820.83,0,78820.83,USD,1.0,78820.83,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7053,JE-7053,2025-01-31,2025-01,MLG,Meridian Logistics LLC,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2025-01,44461.44,0,44461.44,USD,1.0,44461.44,Fuel Express Supplier's,,Bill,,QBO,False,0
7053,JE-7053,2025-01-31,2025-01,MLG,Meridian Logistics LLC,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2025-01,31586.68,0,31586.68,USD,1.0,31586.68,MidState Truck Repair,,Bill,,QBO,False,0
7053,JE-7053,2025-01-31,2025-01,MLG,Meridian Logistics LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2025-01,0,454061.71,-454061.71,USD,1.0,-454061.71,,,Bill,,QBO,False,0
7054,JE-7054,2025-01-31,2025-01,CFS,Cascade Freight Systems Inc,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2025-01,73160.8,0,73160.8,USD,1.0,73160.8,Sentinel Freight Partners,,Bill,,QBO,False,0
7054,JE-7054,2025-01-31,2025-01,CFS,Cascade Freight Systems Inc,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2025-01,70756.29,0,70756.29,USD,1.0,70756.29,Fuel Express Suppliers,,Bill,,QBO,False,0
7054,JE-7054,2025-01-31,2025-01,CFS,Cascade Freight Systems Inc,5030,COGS - Driver Wages,Cost of Goods Sold,Cost of Goods Sold,COGS - Driver Wages - 2025-01,85600.63,0,85600.63,USD,1.0,85600.63,,,Bill,,QBO,False,0
7054,JE-7054,2025-01-31,2025-01,CFS,Cascade Freight Systems Inc,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2025-01,30208.0,0,30208.0,USD,1.0,30208.0,MidState Truck Repair,,Bill,,QBO,False,0
7054,JE-7054,2025-01-31,2025-01,CFS,Cascade Freight Systems Inc,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2025-01,0,259725.72,-259725.72,USD,1.0,-259725.72,,,Bill,,QBO,False,0
7055,JE-7055,2025-01-31,2025-01,NWC,Northwind Cargo B.V.,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2025-01,85702.69,0,85702.69,EUR,1.09,93415.93,Trans-Atlantic Line Haul BV,,Bill,,QBO,False,0
7055,JE-7055,2025-01-31,2025-01,NWC,Northwind Cargo B.V.,5110,COGS - Customs Duties & Brokerage,Cost of Goods Sold,Cost of Goods Sold,COGS - Customs Duties & Brokerage - 2025-01,44539.16,0,44539.16,EUR,1.09,48547.69,Meridian Customs Brokers,,Bill,,QBO,False,0
7055,JE-7055,2025-01-31,2025-01,NWC,Northwind Cargo B.V.,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2025-01,23863.5,0,23863.5,EUR,1.09,26011.21,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7055,JE-7055,2025-01-31,2025-01,NWC,Northwind Cargo B.V.,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2025-01,16517.18,0,16517.18,EUR,1.09,18003.72,Apex Staffing Solution,,Bill,,QBO,False,0
7055,JE-7055,2025-01-31,2025-01,NWC,Northwind Cargo B.V.,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2025-01,0,170622.53,-170622.53,EUR,1.09,-185978.55,,,Bill,,QBO,False,0
7056,JE-7056,2025-01-31,2025-01,APX,Apex Warehousing LLC,5040,COGS - Warehouse Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Warehouse Labor - 2025-01,68131.7,0,68131.7,USD,1.0,68131.7,Warehouse Temps Direct,,Bill,,QBO,False,0
7056,JE-7056,2025-01-31,2025-01,APX,Apex Warehousing LLC,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2025-01,25967.65,0,25967.65,USD,1.0,25967.65,Apex Staffing Solution,,Bill,,QBO,False,0
7056,JE-7056,2025-01-31,2025-01,APX,Apex Warehousing LLC,5060,COGS - Equipment Lease & Rental,Cost of Goods Sold,Cost of Goods Sold,COGS - Equipment Lease & Rental - 2025-01,20286.59,0,20286.59,USD,1.0,20286.59,Penske Equipment Leasing,,Bill,,QBO,False,0
7056,JE-7056,2025-01-31,2025-01,APX,Apex Warehousing LLC,5090,COGS - Cargo Claims & Damages,Cost of Goods Sold,Cost of Goods Sold,COGS - Cargo Claims & Damages - 2025-01,8847.94,0,8847.94,USD,1.0,8847.94,Cargo Claims Adjusters Inc,,Bill,,QBO,False,0
7056,JE-7056,2025-01-31,2025-01,APX,Apex Warehousing LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2025-01,0,123233.88,-123233.88,USD,1.0,-123233.88,,,Bill,,QBO,False,0
7057,JE-7057,2025-01-31,2025-01,NWC,Northwind Cargo B.V.,7030,Unrealized FX Gain / (Loss),Other Income,Revenue,Unrealized FX revaluation EUR/USD 2025-01,26923.44,0,26923.44,EUR,1.09,29346.55,,,Journal Entry,,QBO,False,0
7057,JE-7057,2025-01-31,2025-01,NWC,Northwind Cargo B.V.,1100,Accounts Receivable,Accounts Receivable,Asset,AR revaluation 2025-01,0,26923.44,-26923.44,EUR,1.09,-29346.55,,,Journal Entry,,QBO,False,0
